# MsuH m_ini logL logTe M_ass b_ass y_ass m_app b-y dist abs_dist ID_parent age_parent
0.0 1.49441 0.92 3.7998 2.468 2.782 2.45 4.1457480039 0.338872371795 21.4418 21.4418 3150320130.0 2.671249
-0.04 1.70577 1.219 3.8024 1.714 2.02 1.697 6.01807510468 0.345521987179 70.2686 70.2686 3149557365.0 1.754902
0.17 0.74972 -0.737 3.6616 7.084 7.668 7.022 5.36661791771 0.647450320513 4.525 4.525 3148715354.0 1.959332
0.11 1.49687 0.738 3.8499 2.888 3.108 2.871 4.2510894151 0.242953173077 18.5739 18.5739 2076564143.0 0.8480524
0.22 0.92273 -0.306 3.7233 5.679 6.152 5.65 5.43854619493 0.504857403846 8.9151 8.9151 4222830008.0 2.651467
-0.31 0.79311 -0.387 3.7315 5.875 6.316 5.85 4.034108274 0.467370288462 -4.2753 4.2753 1002762023.0 4.055305
-0.21 0.71273 -0.671 3.6825 6.779 7.304 6.733 1.64442342218 0.571301121795 -0.9395 0.9395 2077358607.0 3.745551
0.11 1.45999 0.786 3.8196 2.782 3.059 2.764 -15.3169413914 0.295000769231 -0.00239999999999 0.00239999999999 2074902743.0 2.041737
-0.55 0.95858 0.309 3.805 4.046 4.349 4.028 2.48677124792 0.322559647436 4.8661 4.8661 2076188454.0 5.989841
-0.1 1.33009 0.731 3.7985 2.952 3.268 2.934 5.84302469864 0.345929070513 37.2187 37.2187 1002816112.0 3.196897
-0.25 0.89023 -0.116 3.7631 5.13 5.516 5.11 7.18133230033 0.414147564103 25.4204 25.4204 2074801326.0 4.683753
0.33 1.7862 1.098 3.8296 1.97 2.228 1.952 3.43638977908 0.282240641026 19.4708 19.4708 4221768665.0 1.336332
0.07 0.70037 -0.843 3.6417 7.491 8.126 7.424 5.98356846476 0.703597211538 -4.9833 4.9833 3148225770.0 2.559512
-0.45 1.1707 0.553 3.8375 3.407 3.65 3.39 7.46753963541 0.280199871795 63.0236 63.0236 3150016596.0 2.410157
-0.1 1.23732 0.546 3.8146 3.407 3.695 3.39 5.23517302284 0.312360160256 22.9637 22.9637 2074844578.0 2.657762
0.11 0.8035 -0.577 3.6877 6.52 7.046 6.473 7.45668374694 0.577899198718 -15.2855 15.2855 3150991943.0 1.77173
-0.04 1.63523 1.07 3.8555 2.059 2.261 2.041 3.10595238002 0.225152532051 16.0759 16.0759 1001189493.0 1.394943
0.0 0.89609 -0.3 3.7326 5.643 6.09 5.618 6.01106238841 0.475776602564 11.783 11.783 2077038762.0 1.713956
-0.21 1.30806 0.658 3.8416 3.12 3.354 3.102 4.65033767908 0.258425448718 20.0474 20.0474 2076036368.0 1.560116
-0.04 0.99045 -0.075 3.7641 5.015 5.402 4.995 0.17493543757 0.407344839744 1.0759 1.0759 1001189493.0 1.394943
-0.1 0.72434 -0.686 3.6759 6.855 7.395 6.803 7.31284500055 0.595935128205 -12.2776 12.2776 3148495517.0 3.417071
0.17 1.25591 0.442 3.799 3.657 3.978 3.638 5.35627376478 0.346940160256 21.6533 21.6533 3147846452.0 2.527868
-0.45 0.88558 -0.051 3.7784 4.962 5.316 4.943 4.68770620665 0.375813397436 -8.7778 8.7778 2076297244.0 4.146072
0.17 0.85801 -0.452 3.704 6.122 6.624 6.084 5.62409619034 0.542539102564 7.922 7.922 2077070135.0 2.141355
-0.31 1.3501 0.706 3.868 3.0 3.186 2.983 1.32292580468 0.204477435897 4.6096 4.6096 1003114379.0 1.090592
0.17 1.24971 0.618 3.7787 3.24 3.604 3.221 5.51964053948 0.392039262821 -28.2025 28.2025 4221307388.0 4.133433
0.22 0.695 -0.909 3.6246 7.811 8.509 7.74 7.56459500415 0.771849615385 -8.8908 8.8908 3150287792.0 3.107616
0.11 1.01844 -0.083 3.7575 5.037 5.44 5.016 5.0875470237 0.42726525641 -10.1876 10.1876 2076533954.0 1.177682
-0.41 1.17685 0.568 3.8332 3.368 3.618 3.351 7.4103790005 0.287036346154 -62.5134 62.5134 1003446343.0 2.412658
0.07 1.18021 0.367 3.7976 3.856 4.179 3.838 2.97019764202 0.343125 -6.63 6.63 3149250268.0 2.795801
-0.14 1.16489 0.469 3.8079 3.608 3.908 3.591 7.05156107255 0.332311 47.77032 47.77032 2077245974.0 3.373333
0.11 2.02518 1.288 3.95 1.59 1.619 1.574 7.2186949862 0.0853994230769 126.0462 126.0462 3148808840.0 0.3856043
-0.04 1.30482 0.543 3.8278 3.402 3.666 3.385 6.92972474447 0.296902564103 49.616 49.616 3147517207.0 1.18819
0.07 1.0188 -0.025 3.7642 4.882 5.271 4.861 5.68411012789 0.414606730769 14.373 14.373 3148217308.0 2.209139
-0.1 0.80834 -0.483 3.7106 6.177 6.658 6.144 7.14731675335 0.518975128205 15.5224 15.5224 2074561431.0 1.322552
0.69 0.89349 -0.448 3.6983 6.137 6.676 6.092 5.81796550415 0.58675625 -8.5995 8.5995 4221301883.0 1.420766
0.44 1.69504 0.919 3.8419 2.407 2.644 2.389 6.66549011479 0.27706849359 68.8537 68.8537 2074133575.0 1.059183
0.17 0.67823 -0.953 3.6182 7.973 8.693 7.902 5.91946822033 0.792242692308 -3.8772 3.8772 3149451560.0 2.62604
-0.14 2.29217 1.545 4.0313 1.314 1.291 1.3 3.66042384183 0.000317852564102 -29.0717 29.0717 1001312404.0 0.1553512
-0.35 1.12595 0.39 3.8214 3.818 4.092 3.8 6.73422845321 0.304065961538 -37.6458 37.6458 1000919070.0 2.102666
0.22 1.81091 1.07 3.8959 2.041 2.168 2.024 5.75728199225 0.161310128205 54.0076 54.0076 4224469702.0 0.6025783
0.51 1.03269 -0.1 3.7414 5.103 5.557 5.078 7.48170706979 0.488455544872 29.5013 29.5013 3148106999.0 2.716585
0.4 2.74387 1.813 3.9974 0.449 0.434 0.435 6.81655799033 0.0545511538462 173.3196 173.3196 4222991937.0 0.2674757
0.69 2.63755 1.8 3.9332 0.23 0.267 0.214 2.64056655421 0.0625933974359 -29.9314 29.9314 4221766152.0 0.3490548
0.17 0.884 -0.387 3.7133 5.924 6.411 5.891 6.83748625885 0.5248475 -15.1242 15.1242 3150008909.0 2.540079
0.0 1.45673 0.868 3.8013 2.596 2.907 2.579 7.02147488491 0.351774166667 74.1754 74.1754 2075666859.0 2.591336
0.33 2.17523 1.342 3.9508 1.445 1.471 1.429 7.48299580913 0.0902333012821 150.4879 150.4879 3148779333.0 0.2125693
0.22 1.30077 0.48 3.8045 3.555 3.867 3.536 5.89888666057 0.340307115385 -29.0382 29.0382 3148453532.0 2.108887
-0.14 1.24828 0.5 3.8273 3.519 3.783 3.502 2.77436848065 0.283267275641 7.0739 7.0739 3148026639.0 1.43923
0.11 1.6852 0.996 3.8792 2.231 2.391 2.213 6.43486313332 0.199536698718 -67.1945 67.1945 3150042677.0 0.9211684
0.22 1.68607 0.906 3.8809 2.453 2.613 2.435 6.83110825604 0.201277788462 72.6267 72.6267 4221377897.0 0.3424282
-0.14 1.30996 0.7 3.8157 3.022 3.305 3.004 6.3586627631 0.315590608974 45.5227 45.5227 2076739124.0 2.925372
0.0 1.42141 0.783 3.8234 2.795 3.064 2.778 7.30170419453 0.310649326923 76.9059 76.9059 2074383471.0 1.949593
-0.55 0.67874 -0.648 3.7001 6.631 7.121 6.6 1.9832886673 0.521376762821 1.1755 1.1755 1000414700.0 3.941169
0.22 1.80714 1.16 3.842 1.814 2.043 1.796 4.89279075595 0.259986730769 -40.5186 40.5186 3148684599.0 1.237818
-0.21 1.42047 0.799 3.8698 2.754 2.934 2.736 5.77115043788 0.21062974359 -39.4048 39.4048 1001309847.0 1.294852
0.51 1.28402 0.336 3.7887 3.915 4.268 3.895 5.60569871701 0.379913076923 -21.5688 21.5688 4222950581.0 1.253309
-0.14 1.037 0.087 3.7861 4.588 4.932 4.569 6.82309149269 0.371858012821 27.637 27.637 2076905332.0 1.764721
-0.41 0.93072 -0.028 3.7831 4.899 5.245 4.88 7.48228773629 0.375375961538 -32.373 32.373 2076558033.0 2.321517
0.4 0.77891 -0.71 3.6612 7.029 7.629 6.966 4.38083894096 0.663945416667 2.9497 2.9497 4222936634.0 2.432204
-0.31 1.06724 0.181 3.8042 4.349 4.657 4.331 6.88195466837 0.336141634615 31.6419 31.6419 2075382431.0 0.8684596
0.22 1.07372 0.074 3.7669 4.621 5.01 4.6 5.49588048155 0.414762660256 -14.8595 14.8595 3148064564.0 3.070421
0.11 2.04947 1.341 3.944 1.443 1.48 1.427 6.97080403101 0.0916617307692 120.6246 120.6246 4221958665.0 0.4527079
-0.31 1.14766 0.579 3.8148 3.342 3.626 3.324 6.95184972594 0.318501314103 51.4841 51.4841 3149405024.0 3.960458
0.07 0.66984 -0.943 3.6237 7.883 8.581 7.814 4.62402328965 0.767713846154 -2.2272 2.2272 2074325983.0 2.030182
0.22 0.74692 -0.752 3.6577 7.151 7.748 7.087 5.11862939671 0.662254839744 3.9151 3.9151 4222830008.0 2.651467
0.07 1.90318 1.24 3.921 1.649 1.721 1.633 6.41546647207 0.115661634615 86.3043 86.3043 3150723215.0 0.6137782
-0.35 1.25286 0.938 3.7122 2.614 3.11 2.593 5.58071615232 0.529344839744 -38.5159 38.5159 3149405024.0 3.960458
0.28 1.33148 0.547 3.7876 3.399 3.748 3.38 7.22000886406 0.386143685897 -56.6083 56.6083 2075048639.0 3.205866
0.17 1.15593 0.239 3.7858 4.184 4.533 4.165 5.06127745393 0.372767884615 14.8758 14.8758 3150008909.0 2.540079
-0.1 0.79379 -0.531 3.704 6.322 6.814 6.287 5.32427670247 0.529018557692 6.2979 6.2979 2075006177.0 0.7505323
0.51 3.24902 2.016 4.0679 0.281 0.237 0.267 4.95616135202 -0.00343551282051 82.8812 82.8812 4222937125.0 0.03469139
0.22 0.88517 -0.387 3.7116 5.93 6.423 5.896 3.73262377684 0.528163173077 3.6291 3.6291 3148280923.0 3.137935
0.51 1.4237 0.514 3.8116 3.443 3.747 3.424 7.05013223708 0.339481153846 51.4212 51.4212 4222991307.0 0.5594459
0.4 1.72382 0.922 3.8639 2.397 2.591 2.379 5.87887727334 0.227577596154 48.6021 48.6021 4224205271.0 0.5884517
-0.1 0.69027 -0.803 3.6554 7.284 7.873 7.222 7.18280664632 0.654045833333 -9.503 9.503 2075261120.0 2.481222
0.56 3.50992 2.313 4.0431 -0.592 -0.629 -0.606 4.83685935344 0.0140265064103 115.5227 115.5227 3149135169.0 0.1615215
0.11 0.74612 -0.693 3.668 6.927 7.493 6.869 7.31588242369 0.627812788462 11.8959 11.8959 3151065731.0 4.580722
-0.45 1.45173 1.053 3.8627 2.127 2.314 2.11 7.1733737123 0.235303076923 97.6656 97.6656 1001793071.0 1.964665
0.11 1.35117 0.603 3.8166 3.244 3.529 3.226 4.1391064319 0.307806923077 14.9976 14.9976 2074902743.0 2.041737
0.22 2.00018 1.335 3.8852 1.366 1.505 1.348 5.9938590896 0.183012692308 -81.1596 81.1596 4222067868.0 0.9748649
0.33 3.75794 2.545 3.9976 -1.373 -1.391 -1.387 5.88699883689 0.0768024358974 252.1036 252.1036 3147510632.0 0.2362171
0.22 0.97551 -0.135 3.7432 5.194 5.631 5.171 7.48762023109 0.469096891026 28.3823 28.3823 2073784238.0 3.760616
-0.1 1.37188 0.711 3.842 2.975 3.21 2.958 6.56324506715 0.268341698718 50.9861 50.9861 2076995550.0 1.672474
0.0 0.76006 -0.66 3.6793 6.774 7.311 6.722 5.82946381967 0.591068461538 6.4536 6.4536 3149589621.0 1.072374
0.07 0.97171 -0.12 3.7524 5.14 5.552 5.119 -0.570205310145 0.433231025641 0.7208 0.7208 2077330085.0 2.730705
0.28 1.62755 0.937 3.7072 2.62 3.162 2.596 7.26561059173 0.592218461538 -81.8016 81.8016 4224668634.0 2.575316
0.17 1.14133 0.152 3.7814 4.406 4.764 4.386 4.6280269945 0.381532211538 11.0205 11.0205 3148514837.0 1.170514
0.07 1.29503 0.46 3.818 3.609 3.892 3.591 -2.35031580045 0.30120599359 0.6427 0.6427 3150391644.0 0.9279151
-0.1 1.12605 0.259 3.8013 4.138 4.453 4.12 6.17617450309 0.341098910256 25.2686 25.2686 3149557365.0 1.754902
-0.31 0.74105 -0.543 3.7078 6.341 6.822 6.31 2.19979992542 0.512475673077 1.4841 1.4841 3149405024.0 3.960458
0.11 1.33561 0.597 3.8094 3.265 3.564 3.247 5.60458579782 0.326288942308 -28.9815 28.9815 3150371489.0 2.609821
-0.1 2.00077 1.332 3.9762 1.586 1.593 1.571 3.79696256661 0.0307613461538 -27.3354 27.3354 1001754452.0 0.3936921
-0.04 0.93838 -0.151 3.7527 5.222 5.631 5.201 6.60776461125 0.436015128205 -18.7672 18.7672 2075615005.0 2.794906
0.17 0.87489 -0.412 3.7098 5.999 6.492 5.964 6.09276171301 0.531330576923 10.3914 10.3914 4221684073.0 2.309642
-0.04 0.71991 -0.768 3.6638 7.141 7.711 7.082 5.49593256805 0.630499326923 -4.6779 4.6779 3147649858.0 0.2482806
-0.21 3.6219 2.367 4.1619 -0.015 -0.073 -0.027 4.3552713786 -0.0228033653846 72.3735 72.3735 3147850373.0 0.0668762
0.44 1.59955 0.778 3.8378 2.765 3.013 2.747 4.91496674727 0.274521602564 -26.5874 26.5874 4223244388.0 0.8316193
-0.1 1.26147 0.52 3.8255 3.466 3.733 3.448 6.31109515015 0.296683525641 36.4526 36.4526 2076864655.0 1.620586
-0.25 1.20214 0.726 3.8081 2.97 3.266 2.953 5.04622038321 0.321240384615 -25.71 25.71 1000725113.0 3.896635
0.4 1.16226 0.452 3.7485 3.704 4.146 3.683 7.18791362391 0.478591891026 48.6467 48.6467 3147951999.0 6.239988
0.22 0.82262 -0.586 3.6852 6.557 7.095 6.508 5.90268282276 0.589363237179 -7.3733 7.3733 4221377897.0 0.3424282
0.4 0.79524 -0.694 3.6654 6.958 7.547 6.896 6.63962453475 0.653757083333 8.6021 8.6021 4224205271.0 0.5884517
0.22 1.37931 0.644 3.7939 3.154 3.487 3.135 7.59037846565 0.375889871795 -74.5364 74.5364 3148324057.0 2.886276
0.11 1.24381 0.438 3.8039 3.67 3.98 3.651 7.26331758374 0.345379038462 51.1026 51.1026 4222483199.0 2.275808
0.07 2.33077 1.717 3.8913 0.414 0.526 0.398 1.79140435273 0.133992211538 -18.6957 18.6957 3150723215.0 0.6137782
0.22 1.60508 0.911 3.8344 2.447 2.696 2.429 4.11438400345 0.273839967949 -21.3407 21.3407 4224484242.0 1.610008
0.0 1.13923 0.316 3.7961 3.99 4.316 3.972 2.12531452894 0.345355384615 -4.2288 4.2288 2074583206.0 3.178504
0.17 0.92513 -0.282 3.7277 5.608 6.07 5.58 6.33338643722 0.494447820513 -13.8772 13.8772 3149451560.0 2.62604
-0.25 1.06838 0.279 3.8033 4.098 4.407 4.08 4.15457770965 0.330274294872 -10.2158 10.2158 1003594178.0 3.211335
0.0 2.42998 1.637 4.0211 1.026 1.006 1.013 3.35329751698 0.00223721153846 28.8201 28.8201 2076902606.0 0.1807655
-0.35 0.66584 -0.791 3.6687 7.158 7.706 7.106 7.57695948315 0.603865673077 -12.0609 12.0609 1000788632.0 1.539849
0.4 0.77948 -0.73 3.6599 7.088 7.69 7.024 1.74665203545 0.666273782051 0.8542 0.8542 4221550363.0 0.7895302
0.0 1.36348 0.715 3.8068 2.979 3.28 2.961 7.31363287906 0.341831025641 71.2328 71.2328 2075615005.0 2.794906
-0.45 0.63464 -0.832 3.6646 7.284 7.84 7.232 7.06752919748 0.61088900641 -9.0137 9.0137 2074033832.0 3.556027
-0.31 1.34616 0.746 3.8634 2.899 3.092 2.882 7.49585949392 0.235657083333 -80.0501 80.0501 3148579871.0 1.43852
0.07 0.98561 -0.108 3.7548 5.106 5.513 5.085 5.11652349085 0.431205897436 -10.0024 10.0024 2074902743.0 2.041737
0.11 1.35419 0.618 3.8136 3.208 3.498 3.19 6.36674179382 0.321464551282 42.0094 42.0094 2075267233.0 2.112344
-0.41 1.04464 0.298 3.8108 4.061 4.355 4.044 5.97934072156 0.318668814103 23.9267 23.9267 1000474550.0 3.125197
-0.92 0.81531 -0.128 3.7849 5.184 5.527 5.167 5.3593308542 0.363457435897 10.7872 10.7872 1000263082.0 3.958781
0.11 1.03845 -0.013 3.7644 4.85 5.239 4.829 6.32248021275 0.416258012821 19.525 19.525 3148715354.0 1.959332
-0.35 0.84835 -0.223 3.7559 5.414 5.81 5.393 5.2072564508 0.419901923077 9.054 9.054 3148665875.0 3.458547
-0.14 0.94954 -0.019 3.7698 4.87 5.244 4.85 6.76544943486 0.401589262821 -23.6785 23.6785 3148934542.0 4.256891
0.11 2.22477 1.54 3.9487 0.955 0.981 0.939 7.33507489427 0.0978484294872 174.2471 174.2471 4221927904.0 0.5228486
-0.25 0.71706 -0.661 3.6866 6.734 7.251 6.69 5.58858033716 0.562886185897 -5.8849 5.8849 4221991741.0 2.342285
-1.22 0.60871 -0.646 3.7165 6.585 7.056 6.565 5.65720573336 0.493084423077 -6.5034 6.5034 1001861762.0 11.38984
0.17 2.32313 1.607 3.9484 0.782 0.807 0.766 6.30650114681 0.0796060576923 -120.4509 120.4509 2074765096.0 0.5094183
0.28 0.72744 -0.849 3.6392 7.546 8.2 7.477 5.76484281497 0.724408429487 4.3943 4.3943 3149691529.0 0.8219488
0.17 1.35444 0.614 3.7991 3.225 3.545 3.206 6.7461256775 0.354855384615 -49.4688 49.4688 2073848263.0 2.885165
-0.14 1.26183 0.612 3.817 3.242 3.523 3.224 7.17323352648 0.318063237179 -59.4773 59.4773 2076739124.0 2.925372
0.22 0.88608 -0.362 3.7141 5.858 6.347 5.825 7.12362802877 0.52769400641 -17.7653 17.7653 2073978204.0 4.067798
-0.14 2.28233 1.639 4.0055 0.952 0.939 0.938 3.84993944293 0.012966474359 -37.3354 37.3354 1001754452.0 0.3936921
-0.21 0.91753 -0.093 3.7654 5.067 5.449 5.047 4.91636856997 0.404977564103 9.29 9.29 1000725113.0 3.896635
-0.14 0.76076 -0.568 3.698 6.442 6.943 6.404 4.70155827558 0.540435032051 -4.4773 4.4773 2076739124.0 2.925372
0.44 0.93913 -0.351 3.7131 5.83 6.332 5.795 5.77600830954 0.540112467949 -9.7109 9.7109 4221567561.0 1.073813
0.28 1.36323 0.546 3.8088 3.38 3.685 3.362 7.19322604336 0.341080416667 56.4109 56.4109 3150135044.0 1.833334
0.33 2.37669 1.612 3.9329 0.722 0.765 0.706 5.85744425785 0.0915551602564 -101.5721 101.5721 3149559205.0 0.5633465
0.11 1.09787 0.068 3.776 4.628 4.994 4.608 7.59804165135 0.398363429487 38.5739 38.5739 2076564143.0 0.8480524
-0.1 0.77734 -0.552 3.6992 6.395 6.895 6.358 3.41339037746 0.53781099359 -2.5303 2.5303 2075075114.0 2.158377
0.17 0.77171 -0.68 3.6702 6.882 7.446 6.824 4.91697732225 0.623294294872 -4.0382 4.0382 3148453532.0 2.108887
0.17 0.71964 -0.829 3.6425 7.457 8.095 7.389 3.8703262816 0.706613942308 1.9155 1.9155 4221762348.0 1.926849
0.4 2.21406 1.385 3.9425 1.311 1.347 1.295 5.81110224845 0.0765770512821 -76.6804 76.6804 4222991937.0 0.2674757
0.17 1.37558 0.597 3.8188 3.254 3.536 3.236 4.24551739554 0.305023589744 15.6736 15.6736 4221572104.0 1.598249
0.0 1.72686 1.118 3.8861 1.931 2.074 1.914 7.47450556116 0.198927435897 121.4536 121.4536 3149589621.0 1.072374
-0.76 1.31837 0.756 3.9127 2.906 3.011 2.889 5.98810205553 0.135006185897 40.5793 40.5793 2077130039.0 0.8306529
-0.25 1.17733 0.512 3.8199 3.501 3.778 3.484 6.16028343591 0.304739903846 33.5085 33.5085 3149212736.0 2.708513
-0.14 1.25721 0.61 3.8143 3.249 3.536 3.231 -3.15921479951 0.305167532051 0.5227 0.5227 2076739124.0 2.925372
0.11 0.88757 -0.386 3.7171 5.907 6.384 5.876 4.95316349779 0.510059647436 -6.4261 6.4261 2076564143.0 0.8480524
0.69 1.95095 1.128 3.8856 1.857 2.004 1.839 0.386508696236 0.166624551282 5.0686 5.0686 4221766152.0 0.3490548
-0.35 0.69766 -0.695 3.6855 6.822 7.337 6.78 6.82104347978 0.560189070513 9.9499 9.9499 3148579871.0 1.43852
-0.25 2.11981 1.638 3.9524 0.741 0.763 0.726 5.91657804244 0.0701348397436 -103.3807 103.3807 2076412605.0 0.6784644
0.0 0.76943 -0.624 3.6842 6.656 7.185 6.608 7.15612294778 0.581012051282 12.5176 12.5176 2073913610.0 1.806285
0.07 1.38075 0.703 3.805 3.006 3.312 2.988 7.19732220871 0.345416378205 66.8191 66.8191 2074108765.0 2.585696
0.11 0.83766 -0.504 3.6995 6.272 6.778 6.233 4.61152674255 0.54648875 4.6449 4.6449 2075496663.0 0.8548171
0.28 0.84973 -0.539 3.6903 6.412 6.944 6.365 5.95457270924 0.581586698718 8.0705 8.0705 4223386863.0 0.4632261
0.11 0.78001 -0.63 3.6792 6.698 7.239 6.646 7.12005312636 0.596871153846 -12.078 12.078 2077070135.0 2.141355
0.0 2.021 1.405 3.9335 1.262 1.31 1.246 4.96539324199 0.0812101602564 -53.6957 53.6957 3150723215.0 0.6137782
-0.21 0.80076 -0.366 3.7287 5.824 6.273 5.799 6.0994749359 0.477619775641 -11.2937 11.2937 2074368802.0 5.638685
-0.35 1.6261 1.193 3.8981 1.763 1.881 1.747 4.18227970788 0.143631442308 -30.0501 30.0501 3148579871.0 1.43852
0.44 1.79083 1.095 3.7879 2.013 2.365 1.994 7.20383989431 0.404357852564 104.0765 104.0765 4224491281.0 1.799284
0.22 1.9567 1.234 3.9119 1.643 1.733 1.627 7.07644194097 0.143100769231 -115.7544 115.7544 3150727796.0 0.6762788
0.0 1.53513 0.774 3.8747 2.802 2.975 2.784 1.43773725251 0.192705801282 5.3221 5.3221 3147649858.0 0.2482806
0.11 0.87271 -0.429 3.7117 6.036 6.522 6.003 7.28075284982 0.524639967949 17.5967 17.5967 3149501667.0 0.5072199
0.07 1.15436 0.492 3.7844 3.555 3.904 3.536 6.82055430254 0.382129903846 44.0853 44.0853 2076104954.0 5.413902
0.0 0.96365 -0.112 3.7559 5.118 5.522 5.096 7.59526147509 0.435888429487 -30.8519 30.8519 3147734829.0 2.837077
0.11 0.75476 -0.675 3.6715 6.858 7.415 6.801 7.18844325621 0.617712083333 -11.5817 11.5817 3148571409.0 4.395058
0.4 1.26282 0.38 3.7861 3.815 4.17 3.795 2.82387138447 0.377024679487 -6.317 6.317 4224363203.0 2.630092
-0.1 1.34447 0.766 3.7162 3.026 3.521 3.004 6.78263937117 0.534626826923 -54.9957 54.9957 2075869882.0 3.678985
-0.21 1.32114 0.77 3.8054 2.859 3.16 2.841 4.87583398942 0.327020608974 25.0243 25.0243 3148806302.0 3.210898
-0.04 1.14028 0.498 3.7918 3.54 3.872 3.522 6.98439156303 0.365316730769 -47.7882 47.7882 1002635128.0 5.247387
-0.21 0.90895 -0.23 3.7548 5.425 5.826 5.404 2.30431968027 0.422760737179 2.3735 2.3735 3147850373.0 0.0668762
0.44 1.51289 0.683 3.8233 3.011 3.289 2.993 7.59829946345 0.321548365385 -79.7109 79.7109 4221567561.0 1.073813
0.56 1.17416 0.123 3.7689 4.478 4.876 4.457 6.62287654023 0.427501891026 -26.5259 26.5259 4222925085.0 0.8533674
-0.51 1.14763 0.774 3.8181 2.86 3.134 2.843 5.69174837691 0.302613108974 -36.2329 36.2329 1001951307.0 3.710919
0.0 1.6224 1.073 3.8058 2.077 2.377 2.059 -0.293322603096 0.319074262821 -3.3517 3.3517 2074497009.0 2.082373
0.44 1.2929 0.335 3.7934 3.917 4.259 3.898 7.08933173114 0.374547467949 42.2681 42.2681 4222217903.0 0.7551376
-0.35 1.08 0.379 3.8131 3.849 4.138 3.831 4.2662751437 0.310862692308 12.0516 12.0516 1001858853.0 3.484637
-0.45 1.18477 0.62 3.8331 3.238 3.488 3.222 7.35308059074 0.286698814103 64.5803 64.5803 1000703619.0 2.734738
0.07 1.43831 0.742 3.833 2.889 3.141 2.872 3.73556721843 0.273701378205 -14.6683 14.6683 3149167438.0 1.547628
0.11 1.09889 0.091 3.7773 4.569 4.932 4.549 3.47318330365 0.384929647436 6.0205 6.0205 3148514837.0 1.170514
0.11 1.1863 0.22 3.7936 4.226 4.557 4.207 6.21194300605 0.357908589744 -24.6748 24.6748 3150138971.0 0.4715395
0.11 1.87616 1.223 3.8993 1.662 1.777 1.645 6.24743475657 0.157527211538 79.6449 79.6449 2075496663.0 0.8548171
-0.35 0.69451 -0.664 3.6889 6.728 7.238 6.688 3.78732986252 0.550826410256 -2.5784 2.5784 2075467883.0 4.438801
-0.76 0.707 -0.557 3.7242 6.328 6.779 6.306 6.846280183 0.477045544872 -12.6221 12.6221 1002358751.0 0.6697175
0.22 0.89534 -0.397 3.7118 5.953 6.445 5.919 6.90993362592 0.530944775641 15.4277 15.4277 1002320681.0 1.271648
0.22 1.32212 0.545 3.798 3.398 3.722 3.379 3.90828864348 0.347030769231 -12.576 12.576 4224072635.0 2.904057
-0.14 0.73146 -0.641 3.6852 6.692 7.215 6.646 6.78008522823 0.572321923077 10.3644 10.3644 1001613519.0 3.755949
0.22 1.54484 0.737 3.8508 2.88 3.1 2.862 4.80401311412 0.245688653846 -23.9886 23.9886 4224014816.0 0.4252947
0.11 1.20037 0.359 3.7981 3.872 4.195 3.854 6.54651114209 0.351814326923 33.7407 33.7407 4224463172.0 2.557706
-0.51 1.22567 1.136 3.7121 2.124 2.618 2.104 1.84704690134 0.516809967949 8.7671 8.7671 1001951307.0 3.710919
0.51 1.73492 0.951 3.8438 2.319 2.553 2.301 7.48975415128 0.285064647436 103.1617 103.1617 4221478584.0 0.932974
-0.04 1.1772 0.435 3.8017 3.689 4.002 3.671 7.3465583185 0.347859198718 52.6007 52.6007 2076768177.0 3.446244
-0.82 1.03022 0.467 3.837 3.65 3.895 3.634 6.34253595069 0.271903076923 -34.0176 34.0176 1002600493.0 4.07196
-0.51 1.08442 0.393 3.826 3.821 4.087 3.804 5.63218424359 0.290303397436 22.7866 22.7866 2075500048.0 2.619058
-0.14 1.75249 2.527 5.0863 5.328 5.168 5.323 7.53468720089 -0.146255673077 -27.2823 27.2823 3150876129.0 1.821445
0.07 0.81469 -0.493 3.7004 6.24 6.744 6.202 6.90401940842 0.546324647436 13.4929 13.4929 3149241640.0 3.86168
-0.55 1.33754 0.909 3.8693 2.497 2.675 2.48 7.46340670768 0.225218333333 -94.2812 94.2812 1000832644.0 2.128927
-0.04 1.36043 0.681 3.831 3.051 3.307 3.033 6.22950861511 0.287585320513 42.3862 42.3862 1002297985.0 1.769861
-0.1 4.60333 2.945 4.1394 -1.602 -1.653 -1.614 2.46938802658 -0.0187018269231 63.3303 63.3303 2075054228.0 0.09062297
0.4 1.43308 0.646 3.8021 3.127 3.447 3.108 6.60756134908 0.354568365385 -48.5733 48.5733 3150185493.0 2.253607
0.0 1.01555 0.013 3.7699 4.782 5.159 4.762 6.68565730381 0.404617692308 -23.7672 23.7672 2075615005.0 2.794906
0.44 1.39147 0.537 3.8044 3.396 3.713 3.377 7.1860564323 0.353893333333 55.8272 55.8272 4224696483.0 1.515555
0.11 1.28395 0.509 3.8073 3.487 3.791 3.469 5.98208607543 0.331968782051 31.1026 31.1026 4222483199.0 2.275808
0.11 0.73506 -0.772 3.6567 7.204 7.796 7.14 6.49619758463 0.658305929487 -7.1945 7.1945 3150042677.0 0.9211684
0.56 1.66536 0.863 3.8349 2.541 2.795 2.523 2.28116388602 0.274832115385 8.8362 8.8362 3147651143.0 0.8847522
0.56 1.26401 0.386 3.7674 3.821 4.224 3.8 6.78713655381 0.436341602564 -38.5058 38.5058 3150553915.0 3.484637
-0.14 1.25618 0.758 3.8077 2.881 3.178 2.863 6.00712374315 0.328267564103 41.3948 41.3948 2074153674.0 3.563535
